-1.019275927734375000e+04 7.050361328125000000e+03 3.802580078125000000e+03
-1.068894042968750000e+04 7.397572265625000000e+03 3.719457031250000000e+03
-1.072508447265625000e+04 6.364580078125000000e+03 3.589369140625000000e+03
-1.017765869140625000e+04 7.625007812500000000e+03 3.273974609375000000e+03
-9.864874511718750000e+03 6.892810546875000000e+03 3.699927734375000000e+03
-9.811281738281250000e+03 7.842097656250000000e+03 4.957082031250000000e+03
-1.002563232421875000e+04 7.261281250000000000e+03 3.677123046875000000e+03
-1.015275732421875000e+04 8.069861328125000000e+03 4.113765625000000000e+03
-9.429364746093750000e+03 6.889376953125000000e+03 3.382332031250000000e+03
-1.036603759765625000e+04 6.002062500000000000e+03 4.019558593750000000e+03
-1.078217529296875000e+04 6.954666015625000000e+03 3.550123046875000000e+03
-1.044821044921875000e+04 6.317816406250000000e+03 2.849541015625000000e+03
-9.768251953125000000e+03 6.814457031250000000e+03 4.195091796875000000e+03
-1.002167187500000000e+04 6.164847656250000000e+03 2.989033203125000000e+03
-1.070226464843750000e+04 6.591154296875000000e+03 3.260205078125000000e+03
-1.014219335937500000e+04 6.635097656250000000e+03 4.027910156250000000e+03
-1.082897949218750000e+04 7.092203125000000000e+03 3.416058593750000000e+03
-1.105944042968750000e+04 6.752548828125000000e+03 2.792169921875000000e+03
-1.053983984375000000e+04 6.676779296875000000e+03 4.199187500000000000e+03
-9.907322265625000000e+03 6.199652343750000000e+03 3.879187500000000000e+03
-1.069355615234375000e+04 6.420992187500000000e+03 3.684021484375000000e+03
-1.018103076171875000e+04 7.017751953125000000e+03 3.775779296875000000e+03
-1.015870068359375000e+04 5.968734375000000000e+03 3.188986328125000000e+03
-1.016024951171875000e+04 6.941267578125000000e+03 3.536298828125000000e+03
-9.751601562500000000e+03 6.963253906250000000e+03 3.197474609375000000e+03
-1.019532812500000000e+04 7.052707031250000000e+03 3.680767578125000000e+03
-1.044903564453125000e+04 7.434195312500000000e+03 3.996582031250000000e+03
-9.666844238281250000e+03 7.383802734375000000e+03 4.225458984375000000e+03
-1.056715185546875000e+04 7.814691406250000000e+03 4.118541015625000000e+03
-9.481992187500000000e+03 6.917718750000000000e+03 4.012447265625000000e+03
-1.028693115234375000e+04 6.196068359375000000e+03 3.396998046875000000e+03
-1.019572851562500000e+04 6.758929687500000000e+03 3.873791015625000000e+03
-1.030230664062500000e+04 6.474888671875000000e+03 3.004492187500000000e+03
-9.851857910156250000e+03 7.258007812500000000e+03 4.115951171875000000e+03
-9.803211914062500000e+03 6.880550781250000000e+03 3.563339843750000000e+03
-1.036967480468750000e+04 7.286781250000000000e+03 3.632707031250000000e+03
-1.056753222656250000e+04 7.032806640625000000e+03 3.280181640625000000e+03
-9.873825683593750000e+03 7.057285156250000000e+03 3.889619140625000000e+03
-9.774212402343750000e+03 7.325490234375000000e+03 4.169982421875000000e+03
-1.046312744140625000e+04 7.049197265625000000e+03 3.546283203125000000e+03
-9.881081542968750000e+03 7.692371093750000000e+03 4.440939453125000000e+03
-9.877229980468750000e+03 7.006154296875000000e+03 3.990166015625000000e+03
-1.062423291015625000e+04 5.963769531250000000e+03 3.063796875000000000e+03
-1.111543164062500000e+04 7.228074218750000000e+03 3.644654296875000000e+03
-1.034812548828125000e+04 6.332406250000000000e+03 3.678541015625000000e+03
-9.872648437500000000e+03 6.690708984375000000e+03 4.727406250000000000e+03
-9.838741210937500000e+03 7.397029296875000000e+03 3.789250000000000000e+03
-1.058261914062500000e+04 6.954121093750000000e+03 3.923015625000000000e+03
-1.118755957031250000e+04 6.905140625000000000e+03 3.463783203125000000e+03
-1.010153369140625000e+04 6.435015625000000000e+03 3.462427734375000000e+03
-1.082284960937500000e+04 6.109449218750000000e+03 3.473529296875000000e+03
-1.067638525390625000e+04 7.471820312500000000e+03 4.696054687500000000e+03
-1.105445019531250000e+04 6.533253906250000000e+03 2.881917968750000000e+03
-9.625018066406250000e+03 7.058451171875000000e+03 4.078044921875000000e+03
-1.017278125000000000e+04 7.132667968750000000e+03 3.580375000000000000e+03
-1.010605810546875000e+04 6.007896484375000000e+03 3.948179687500000000e+03
-1.102260156250000000e+04 7.424779296875000000e+03 3.359978515625000000e+03
-1.033226123046875000e+04 6.548123046875000000e+03 3.045046875000000000e+03
-1.030934716796875000e+04 7.559603515625000000e+03 4.584080078125000000e+03
-9.817442871093750000e+03 6.672308593750000000e+03 3.486154296875000000e+03
-9.868011718750000000e+03 6.442996093750000000e+03 3.099990234375000000e+03
-9.462795410156250000e+03 6.133185546875000000e+03 3.552722656250000000e+03
-1.005582275390625000e+04 6.766853515625000000e+03 4.908373046875000000e+03
-1.032912890625000000e+04 5.863958984375000000e+03 3.191994140625000000e+03
-9.785229492187500000e+03 6.929744140625000000e+03 4.106283203125000000e+03
-1.069712890625000000e+04 6.446472656250000000e+03 2.500865234375000000e+03
-1.046450927734375000e+04 7.366431640625000000e+03 3.895589843750000000e+03
-1.057585791015625000e+04 7.438535156250000000e+03 3.214628906250000000e+03
-9.322624511718750000e+03 6.612363281250000000e+03 3.586697265625000000e+03
-1.001708886718750000e+04 7.362476562500000000e+03 4.525765625000000000e+03
-9.804926757812500000e+03 7.306000000000000000e+03 4.271316406250000000e+03
